Company name,Email,E-Mail-Typ,Phone,URL 1,Address,Stadt,Bundesland
Pflegedienst Daheim (Braunschweig),kontakt@daheim-pflegedienst.de,Sammelpostfach,0531 333677,http://daheim-pflegedienst.de,"Altewiekring 32, 38102 Braunschweig",Braunschweig,Niedersachsen
"Pflegedienst ""Daheim bleim"" Birgit Streck",info@daheim-bleim.de,Sammelpostfach,09972 3005959,http://www.daheim-bleim.de,"Bahnhofstraße 8 , 93449 Waldmünchen",Waldmünchen,Bayern
Pflegedienst Daheim Leben GmbH,,,06287 7849888,,"Ringstr. 6, 74838 Limbach",Limbach,Baden-Württemberg
Pflegedienst Daheim statt im Heim Kathrin Werner GmbH,pflegeeurasburg@web.de,Persönlich,08179 925548,http://www.pflegeeurasburg.de,"Hauptstr. 16 , 82547 Eurasburg",Eurasburg,Bayern
Pflegedienst Dahlmann Häusliche Alten- und Krankenpflege Inh. Vera Dahlmann-Weißing,,,,,"Bahnhofstr. 11, 34576 Homberg",Homberg,Hessen
Pflegedienst Dahoam GmbH,info@pflegedienst-dahoam.de,Sammelpostfach,089 89997494,http://www.pflegedienst-dahoam.de,"Veldensteinstr. 12 , 81249 München",München,Bayern
"Pflegedienst  ""Dahoam is Dahoam"" Inh. Rosemarie Madl",pflegedienst-madl@web.de,Sammelpostfach,08582 7639651,http://www.pflegedienst-madl.de,"Höbersberg 1 , 94133 Röhrnbach",Röhrnbach,Bayern
Pflegedienst Dakos GbR Daniil Buylenko und Konstantin Khorovsky,info@pflegedienst-dakos.de,Sammelpostfach,030 53088150,http://www.pflegedienst-dakos.de,"Otto-Suhr-Allee 110, 10585 Berlin",Berlin,Berlin
Pflegedienst Damasio,info@pflegedienst-damasio.de,Sammelpostfach,08131 1638552,http://www.pflegedienst-damasio.de,"Dieselstr.15 , 85232 Bergkirchen Günding",Bergkirchen Günding,Bayern
Pflegedienst DaNa Sevda Alkara & Vesna Zlatar,,,,,"Stahlstr. 31, 65428 Rüsselsheim",Rüsselsheim,Hessen
Pflegedienst D'Angelo,info@pflegedienst-dangelo.de,Sammelpostfach,023128867630,https://pflegedienst-dangelo.de/,"Köln-Berliner-Straße 67, 44287 Dortmund",Dortmund,Nordrhein-Westfalen
Pflegedienst Daniel Noffer (Mönchengladbach),info@pflegedienst-noffer.de,Sammelpostfach,02166 9894360,,"Sperberstr. 17, 41239 Mönchengladbach",Mönchengladbach,Nordrhein-Westfalen
Pflegedienst Daniel Noffer (Mönchengladbach) #2,daniel.noffer@pflegedienst-noffer.de,Persönlich,02161 902270,,"Künkelstr. 61, 41063 Mönchengladbach",Mönchengladbach,Nordrhein-Westfalen
Pflegedienst Darmstadt City GmbH,,,06151 3078455,,"Heinrichstr. 85, 64283 Darmstadt",Darmstadt,Hessen
Pflegedienst David & Partner,info@pflege-david.de,Sammelpostfach,0212 68826490,,"Düsseldorfer Str. 116, 42697 Solingen",Solingen,Nordrhein-Westfalen
"Pflegedienst ""de gaude Stuuv""",de-gaude-stuuv@web.de,Persönlich,038457 519494,http://www.de-gaude-stuuve.de,"Dorfplatz 8, 18292 Krakow am See",Krakow am See,Mecklenburg-Vorpommern
Pflegedienst Delphicare,,,02043 206261,,"Feldhauser Str. 206, 45966 Gladbeck",Gladbeck,Nordrhein-Westfalen
Pflegedienst delphicare Inh: Andrea Tysper,info@delphicare.de,Sammelpostfach,0209 5130120,http://www.delpjicare.de,"Horster Str. 257, 45899 Gelsenkirchen",Gelsenkirchen,Nordrhein-Westfalen
Pflegedienst Delphin UG  (haftungsbeschränkt),pflege-delphin@web.de,Sammelpostfach,0821 882025,http://www.pflege-delphin.de,"Albert-Leidl-Str. 4 , 86179 Augsburg",Augsburg,Bayern
Pflegedienst der AWO  Betreuungsdienste,mandy.donath@awo-betreuungsdienste.de,Persönlich,033235 294222,http://www.awo-potsdam.de,"Berliner Str. 11, 14662 Friesack",Friesack,Brandenburg
Pflegedienst der Diakonie Preetz,,,04342 71570,http://www.diakonie-ploen.de,"Seestr. 1, 24211 Preetz",Preetz,Schleswig-Holstein
Pflegedienst der Einzelfallhilfe-Manufaktur e.V.,pflege@einzelfallhilfe-manufaktur.de,Sammelpostfach,0331 235531294,,"Zeppelinstr. 136, 14471 Potsdam",Potsdam,Brandenburg
Pflegedienst der Lebenshilfe Dessau e.V.,,,0340 6610163,,"Kiefernweg 18, 06846 Dessau-Roßlau",Dessau-Roßlau,Sachsen-Anhalt
Pflegedienst der Lebenshilfe gGmbH,FED-Stormarn@freenet.de,Persönlich,04102 897550,http://www.lebenshilfe-stormarn.de,"Lohkoppel 1, 22926 Ahrensburg",Ahrensburg,Schleswig-Holstein
Pflegedienst der Lebenshilfe  Großenhain,pflegedienst@lebenshilfe-grossenhain.de,Sammelpostfach,03522 5215337,,"Heimweg 5, 01558 Großenhain",Großenhain,Sachsen
Pflegedienst der Lebenshilfe Heinsberg,,,02452 969760,,"Sittarder Str. 30, 52525 Heinsberg",Heinsberg,Nordrhein-Westfalen
Pflegedienst der Lebenshilfe Krefeld,info@lebenshilfe-krefeld.de,Sammelpostfach,02151 3633880,,"St.-Anton-Str. 71, 47798 Krefeld",Krefeld,Nordrhein-Westfalen
Pflegedienst der  Nachbarschaftshilfe Unterschleißheim,thell@nbh-ush.de,Persönlich,089 3707356,http://www.nbh-ush.de,"Alexander-Pachmann-Straße 40 , 85716 Unterschleißheim",Unterschleißheim,Bayern
Pflegedienst der Olgaschwestern Diakonissenmutterhaus der Olgaschwestern Stuttgart e.V,,,0711 2639275,,"Hackstr. 60, 70190 Stuttgart",Stuttgart,Baden-Württemberg
Pflegedienst der Punkt GmbH,gabi.muschinski@freenet.de,Persönlich,07032 9540580,http://www.pflegedienst-herrenberg.de,"Stuttgarter Str. 19, 71083 Herrenberg",Herrenberg,Baden-Württemberg
Pflegedienst der Senioren- Residence-Saarschleife Andrea Blaß,,,06865 178100,,"Alfred-Becker-Str. 1, 66693 Mettlach",Mettlach,Saarland
Pflegedienst der Volkssolidarität Torgelow,senioren-wg@volkssolidaritaet.de,Persönlich,03976 2564996,http://www.vs-uer.de,"Albert-Einstein-Str. 4, 17358 Torgelow",Torgelow,Brandenburg
Pflegedienst des Paritätischen Emsland,emsland@paritaetischer.de,Persönlich,05931 18000,http://www.paritaetischer.de/kreisgruppen/emsland/top/ambulate-dienste/ambulante-pflege/?time=1458817296518,"Lingener Straße 13, 49716 Meppen",Meppen,Niedersachsen
"Pflegedienst des Vertrauens
Behrends & Seeger",info@pflege-burg.de,Sammelpostfach,03921 45170,,"Brüderstr. 35, 39288 Burg",Burg,Sachsen-Anhalt
Pflegedienst Deveci Rahsan Deveci,,,0611 1575958,,"Klingholzstr. 22, 65189 Wiesbaden",Wiesbaden,Hessen
Pflegedienst Diakonie,Melanie.Scholz@PflegedienstDiakonie.de,Persönlich,02551 1829760,,"Tecklenburger Str. 30, 48565 Steinfurt",Steinfurt,Nordrhein-Westfalen
Pflegedienst Diakoniestation Datteln/Haltern,,,02363 565023,,"Pevelingstr. 30, 45711 Datteln",Datteln,Nordrhein-Westfalen
Pflegedienst Diamant GmbH,info@pflegedienstdiamant.de,Sammelpostfach,0821 90725400,http://www.pflegedienstdiamant.de,"Hofackerstr. 36F , 86179 Augsburg",Augsburg,Bayern
"Pflegedienst ""Die Biene""",info@Pflegedienst-dieBiene.de,Sammelpostfach,04362 5006070,http://www.pflegedienst-diebiene.de,"Markt 13, 23774 Heiligenhafen",Heiligenhafen,Schleswig-Holstein
Pflegedienst Diedrich,,,05521 3773,http://www.pflegedienst-dietrich.de,"Am Brandkopf 28, 37412 Herzberg am Harz",Herzberg am Harz,Niedersachsen
Pflegedienst die MiVa Schwestern Enns & Rogalski GbR Ambulanter Pflegedienst,,,02686 9884146,,"Birkenstr. 6, 57635 Weyerbusch",Weyerbusch,Nordrhein-Westfalen
Pflegedienst Die Mobile,die-mobile@t-online.de,Persönlich,05182 923110,,"Hauptstraße 18, 31028 Gronau",Gronau,Niedersachsen
"Pflegedienst ""Die Sonne""",die-sonne@asb-wf.de,Persönlich,05331 979798,http://www.kompetente-pflege.de,"Am Sonnenhang 2, 38302 Wolfenbüttel",Wolfenbüttel,Niedersachsen
Pflegedienst Dießner GmbH,,,034901 95157,,"Hauptstr. 128, 06862 Dessau-Roßlau",Dessau-Roßlau,Sachsen-Anhalt
Pflegedienst Die Vier GmbH,kontakt@die4.info,Sammelpostfach,0211 22963550,,"Goethestr. 1, 40237 Düsseldorf",Düsseldorf,Nordrhein-Westfalen
"Pflegedienst ""din & min"" Cornelia Buchmüller & Juliane Wesolowski GbR",info@pflegedienst-din-min.de,Sammelpostfach,03998 2856030,http://www.pflegedienst-din-min.de,"Am Hanseufer 2, 17109 Demmin, Hansestadt",Hansestadt,Mecklenburg-Vorpommern
Pflegedienst Dithmarschen Inh. Malte Wilstermann,info@pflegedienst-dithmarschen.de,Sammelpostfach,0481 42149865,,"Weddingstedter Str. 52, 25746 Heide",Heide,Schleswig-Holstein
Pflegedienst Dizdar GbR,,,0621 6850622,,"Dürkheimer Str. 18, 67071 Ludwigshafen",Ludwigshafen,Rheinland-Pfalz
Pflegedienst Djokovic,gl@pflege-djokovic.de,Persönlich,089,,"Max-Planck-Str. 3 , 85609 Aschheim",Aschheim,Bayern
Pflegedienst Doberstein,info@doberstein-pflege.de,Sammelpostfach,05154 5675720,http://www.omniacultura.de,"Osterstraße 35, 31855 Aerzen",Aerzen,Niedersachsen
Pflegedienst Döge GmbH,info@krankenpflege-doege.de,Sammelpostfach,034362 23890,,"Markt 5, 04769 Mügeln",Mügeln,Thüringen
Pflegedienst Dönekes,info@tagespflege-niedersfeld.de,Sammelpostfach,02985 3689975,,"Ruhrstr. 38a, 59955 Winterberg",Winterberg,Nordrhein-Westfalen
Pflegedienst Döring,info@doering-pflegedienst.de,Sammelpostfach,02392 8082220,http://www.doering-pflegedienst.de,"Graf-Engelbert-Str. 21, 58809 Neuenrade",Neuenrade,Nordrhein-Westfalen
Pflegedienst Domi GmbH,,,,,"Reinsburgstr. 4, 70178 Stuttgart",Stuttgart,Baden-Württemberg
Pflegedienst Domus,,,0561 22073511,,"Marktplatz 1 a, 34225 Baunatal",Baunatal,Hessen
Pflegedienst Domus GbR   mobiler Pflegedienst,info.domus@web.de,Sammelpostfach,0711 3514136,,"Silberburgstr. 129 a, 70176 Stuttgart",Stuttgart,Baden-Württemberg
Pflegedienst Donau Ambulant GmbH,,,0771 92914114,,"Josefstr. 27, 78166 Donaueschingen",Donaueschingen,Baden-Württemberg
Pflegedienst Donaucare  UG (haftungsbeschränkt),donaucare@gmail.com,Persönlich,0906 96839333,,"Neue Straße 4 , 86663 Asbach-Bäumenheim",Asbach-Bäumenheim,Bayern
Pflegedienst DORA GmbH,,,06205 8990,,"Görlitzer Str. 8, 68799 Reilingen",Reilingen,Baden-Württemberg
Pflegedienst Dorothea  GmbH,buero@pflegedienst-dorothea.de,Sammelpostfach,0231 33016125,http://www.pflegedienst-dorothea.de,"Mengeder Straße 683, 44359 Dortmund",Dortmund,Nordrhein-Westfalen
Pflegedienst Dosse,pflegedienstdosse@gmx.de,Persönlich,034299 702812,,"Hauptstraße 130 - 134,, 04416 Markkleeberg",Markkleeberg,Sachsen
Pflegedienst Dost,info@pflegedienst-dost.de,Sammelpostfach,040 88237550,,"Haldesdorfer Str. 117, 22179 Hamburg",Hamburg,Hamburg
Pflegedienst Dreiländereck GmbH,bonkowskistefanie@gmail.com,Persönlich,036081 18581,,"Halle-Kasseler-Straße 49, 37318 Arenshausen",Arenshausen,Niedersachsen
Pflegedienst Drexler  Inh. Yvonne Miedl,mail@pflegedienst-drexler.de,Sammelpostfach,03435 623757,,"Gailingener Straße 4, 04758 Liebschützberg",Liebschützberg,Thüringen
"Pflegedienst
Dr. med. Lüthge & Kunz
Alten- und Krankenpflege",,,0345 13161650,,"Diesterwegstr. 39, 06128 Halle",Halle,Sachsen-Anhalt
Pflegedienst DUDO GmbH Marina Schnur & Co.,,,06897 8416200,,"Kantstr. 39, 66125 Saarbrücken",Saarbrücken,Saarland
Pflegedienst Dülmen GmbH,post@pflegedienst-duelmen.de,Sammelpostfach,02594 7842278,http://www.pflegedienst-duelmen.de,"Lüdinghauser Str. 60, 48249 Dülmen",Dülmen,Nordrhein-Westfalen
Pflegedienst DUGA Nadira Muratagic,,,069 66379822,,"Mercatorstr. 19, 60316 Frankfurt",Frankfurt,Hessen
Pflegedienst Dunker,tagespflegezentrum-huy@online.de,Persönlich,039422 923833,,"Rohrsheimer Weg 1, 38836 Badersleben",Badersleben,Sachsen-Anhalt
"Pflegedienst ""DV "" GmbH",,,,,"Falkstr. 30, 60487 Frankfurt",Frankfurt,Hessen
Pflegedienst Dwenger,info@pflegedienst-dwenger.de,Sammelpostfach,04931 1879755,http://www.pflegedienst-dwenger.de,"Schulstraße 32, 26506 Norden",Norden,Niedersachsen
Pflegedienste am Klinikum Wolfenbüttel gGmbH - Ambulante Pflege SunShine,kontakt@sunshine-pflegedienst.de,Sammelpostfach,05331 903776,http://www.sunshine-pflegedienst.de,"Neuer Weg 51 b, 38302 Wolfenbüttel",Wolfenbüttel,Niedersachsen
Pflegedienst Ebert Inh.: Jana Braun,info@pflegedienst-ebert.de,Sammelpostfach,03834 775855,http://www.pflegedienst-ebert.de,"Wolgaster Str. 117 b, 17489 Greifswald, Hansestadt",Hansestadt,Brandenburg
Pflegedienst Eck GmbH,info@pflegedienst-eck.de,Sammelpostfach,03683 466660,,"Tambacher Straße 80, 98593 Floh-Seligenthal",Floh-Seligenthal,Thüringen
Pflegedienst Edelmann,,,03774 175337,,"Am Spiegelwald 7, 08344 Grünhain-Beierfeld",Grünhain-Beierfeld,Sachsen
Pflegedienst Edelweiß,info@pd-edelweiss.de,Sammelpostfach,03771 2590140,,"Antonsthaler Straße 13, 08315 Lauter-Bernsbach",Lauter-Bernsbach,Sachsen
Pflegedienst Edelweiss GmbH,,,069 46992037,,"Ginnheimer Landstr. 118 - 120, 60431 Frankfurt",Frankfurt,Hessen
Pflegedienst EDER Inh. Silvia Eder,info@edde-pflege.de,Sammelpostfach,09904 8116560,http://www.pflegedienst-eder.de,"St.-Gunther-Str. 1 , 94551 Lalling",Lalling,Bayern
Pflegedienst Edith Becker,,,06507 939953,,"Moselweinstr. 7, 54518 Minheim",Minheim,Rheinland-Pfalz
Pflegedienste Härtsfeld GmbH   Ambulante Pflege,,,07327 9203515,,"Wildsteinstr. 1, 89561 Dischingen",Dischingen,Bayern
Pflegedienst Ehningen Bajram Musa,,,,,"Aidlinger Str. 28, 71139 Ehningen",Ehningen,Baden-Württemberg
Pflegedienst Eich Anna-Kira Geilenkirchen,pflegedienst-eich@gmx.de,Sammelpostfach,06024 6343077,http://www.pflegedienst-eich.de,"Hauptstr. 40 , 63825 Westerngrund",Westerngrund,Hessen
Pflegedienst Elblandschwestern,info@elblandschwestern.de,Sammelpostfach,03525 518110,https://www.elblandschwestern.de/,"Alleestraße 68, 01591 Riesa",Riesa,Sachsen
Pflegedienst Elia GbR,pflegedienst-elia@web.de,Sammelpostfach,07231 6036251,http://www.pflegedienst-elia.de,"Waldschulstr. 21, 75180 Pforzheim",Pforzheim,Baden-Württemberg
Pflegedienst ELIM mobil,,,040 32594471,,"Rathausallee 70, 22846 Norderstedt",Norderstedt,Schleswig-Holstein
Pflegedienst Elisabeth Foidl,info@pflegedienst-foidl.de,Sammelpostfach,09261 63344,http://www.pflegedienst-foidl.de,"Im Ziegelwinkel 16 , 96317 Kronach",Kronach,Bayern
Pflegedienst Elisabeth Schardt GmbH,info@pflegedienst-schardt.de,Sammelpostfach,037295 549977,,"Stollberger Straße 23, 09385 Lugau",Lugau,Sachsen
Pflegedienst ELISEO Carmen Ruiz Krankenschwester / PDL,,,,,"Obergasse 29, 35519 Rockenberg",Rockenberg,Hessen
Pflegedienst Elke Bünger,pflegebuenger@t-online.de,Persönlich,0170 5964594,,"Birkenweg 1, 17235 Neustrelitz",Neustrelitz,Mecklenburg-Vorpommern
Pflegedienst Elke  Görlitz-Kroneder GmbH,pflegedienst_groebenzell@yahoo.de,Sammelpostfach,08142 2844491,http://www.pflegedienst-gröbenzell-elke-görlitz.de,"Kirchenstr. 17 , 82194 Gröbenzell",Gröbenzell,Bayern
Pflegedienst Elke & Jessica Müllenbach,,,06832 366,,"Piesbacher Str. 51, 66701 Beckingen",Beckingen,Saarland
Pflegedienst Elke Schumacher,elke.w.schumacher@t-online.de,Persönlich,07243 718080,http://www.pflegedienst-schumacher.de,"Dekaneigasse 5, 76275 Ettlingen",Ettlingen,Baden-Württemberg
Pflegedienst Elke Stumpf Inh. Markus Stumpf,,,,,"Egon-Langheinrich-Str. 2, 36129 Gersfeld",Gersfeld,Hessen
Pflegedienst Ella GbR Mazen Shemeri & Misajela Kondic,info@pflegedienst-ella.de,Sammelpostfach,0208 827790,,"Kettelerstr. 11, 46117 Oberhausen",Oberhausen,Nordrhein-Westfalen
Pflegedienst EllFrieda,info@ellfrieda-pflegedienst.de,Sammelpostfach,036204 735054,,"Erfurter Landstraße 45, 99095 Erfurt",Erfurt,Thüringen
Pflegedienst Ellora,pflege@pflegedienst-ellora.de,Sammelpostfach,0821 34631663,http://www.pflegedienst-ellora.de,"Stätzlinger Str. 39 , 86165 Augsburg",Augsburg,Bayern
Pflegedienst Elmed,elmed@gmx.de,Persönlich,040 20901806,,"Hertogestr. 22, 22111 Hamburg",Hamburg,Hamburg
Pflegedienst Elmshorn,info@pflege-sh.com,Sammelpostfach,04121 2664270,http://www.pflege-sh.com,"Henry-Dunant-Ring 3, 25335 Elmshorn",Elmshorn,Schleswig-Holstein
Pflegedienst Elsner UG (haftungsbeschränkt),elsnermarco@online.de,Persönlich,09191 9745164,http://www.elsner-pflegedienst.de,"Wassergasse 7 , 91301 Forchheim",Forchheim,Bayern
Pflegedienst ElSo,Pflegedienstelso@gmail.com,Persönlich,0231 13785136,,"Evinger Str. 255, 44339 Dortmund",Dortmund,Nordrhein-Westfalen
Pflegedienst Emder Engelkes,info@emder-engelkes.de,Sammelpostfach,04921 999801,http://www.emder-engelkes.de,"Neutorstraße 98, 26721 Emden",Emden,Niedersachsen
Pflegedienst EmiCon GmbH & Co.KG,info@pflegedienst-emicon.de,Sammelpostfach,040 18232740,,"Billstedter Hauptstraße 101, 22117 Hamburg",Hamburg,Hamburg
Pflegedienst Emilia GmbH,kontakt@pflegedienst-emilia.com,Sammelpostfach,03601 7642764,,"Wanfrieder Straße 202, 99974 Mühlhausen/Thüringen",Mühlhausen/Thüringen,Thüringen
Pflegedienst Eminchen,pflegedienst@eminchen.de,Sammelpostfach,040 73435988,,"Horner Landstr. 330, 22111 Hamburg",Hamburg,Hamburg
"Pflegedienst Emmelmann
Burgunde Emmelmann",,,039422 949194,,"Julius-Lübke-Str. 58, 38836 Anderbeck",Anderbeck,Sachsen-Anhalt
Pflegedienst Empathie GmbH,,,069 94986488,,"Schwarzwaldstr. 72, 60528 Frankfurt",Frankfurt,Hessen
Pflegedienst Emrich GmbH Amb. Pflege SGB V und XI,,,0671 7963866,,"Gotenstr. 2, 55545 Bad Kreuznach",Bad Kreuznach,Rheinland-Pfalz
Pflegedienst Enders UG (haftungsbeschränkt),pflegedienst_endersug@web.de,Sammelpostfach,089 18943725,,"Zennerstr. 19 , 81379 München",München,Bayern
Pflegedienst Eneh Inh. Nery Eneh,info@pflegedienst-eneh.de,Sammelpostfach,0761 48976660,http://www.pflegedienst-eneh.de,"Lehenerstr. 100, 79106 Freiburg",Freiburg,Baden-Württemberg
Pflegedienst Engel,info@pflegedienst-engel.de,Sammelpostfach,034205 99233,,"Leipziger Straße 2 c, 04420 Markranstädt",Markranstädt,Sachsen
Pflegedienst Engel 24 GmbH,info@engel24.berlin,Sammelpostfach,030 27698080,,"Schönebergerstraße 5, 12103 Berlin",Berlin,Berlin
Pflegedienst Enzkreis/Pfinztal Sascha Endres,endres@pflegedienst-enzkreis-pfinztal.de,Persönlich,07236 9828666,http://www.pflegedienst-enzkreis-pfinztal.de,"Bockstalstr. 47, 76327 Pfinztal",Pfinztal,Baden-Württemberg
Pflegedienst Erdmann,info@pflegedienst-erdmann.de,Sammelpostfach,03834 7770980,https://pflegedienst-erdmann.de/,"Spiegelsdorfer Wende Haus 1, 17491 Greifswald, Hansestadt",Hansestadt,Brandenburg
Pflegedienste RISCHE GmbH Betreuungs- und Pflegedienst,info@pflege-rische.de,Sammelpostfach,03643 851866,,"Bonhoefferstraße 50, 99427 Weimar",Weimar,Thüringen
Pflegedienst Ernsting GmbH,ernsting@pflegedienst-ernsting.de,Persönlich,05971 954540,,"Elter Str. 271, 48429 Rheine",Rheine,Nordrhein-Westfalen
Pflegedienst Esra,m.lauber@sgk.de,Persönlich,0221 71662532,,"Ernst-Mühlendyck-Str. 18, 51143 Köln",Köln,Nordrhein-Westfalen
Pflegedienste Streitenberger GmbH,,,06472 8329953,,"Hauptstr. 4, 35789 Weilmünster",Weilmünster,Hessen
Pflegedienste Sylt gGmbH,info@drksylt.de,Sammelpostfach,04651 836350,http://www.drksylt.de,"Stephanstr. 16, 25980 Sylt",Sylt,Schleswig-Holstein
Pflegedienst Ethikus GmbH,info@pflegedienst-ethikus.de,Sammelpostfach,089 32744514,,"Wartburgplatz 7 , 80804 München",München,Bayern
Pflegedienst E und E GmbH Ambulanter Pflegedienst,a.eppler@pflegedienst-eppler.de,Persönlich,0162 6718444,,"Kindleber Straße 99, 99867 Gotha",Gotha,Thüringen
Pflegedienst Eva Dwinger GmbH,kontakt@pflegedienst-dwinger.de,Sammelpostfach,037297 7910,,"Ernst-Grohmann-Straße 4, 09423 Gelenau",Gelenau,Sachsen
Pflegedienst Eva Henning GmbH,info@pflegeteam-camburg.de,Sammelpostfach,036421 24956,,"Semmelweisstraße 14, 07774 Dornburg-Camburg",Dornburg-Camburg,Thüringen
Pflegedienst Eva Kohl,info@p-ek.de,Sammelpostfach,0331 224351200,http://www.p-ek.de,"Tuchmacher Str. 49, 14482 Potsdam",Potsdam,Brandenburg
Pflegedienst evinvia GmbH,kontakt@evinvia-berlin.de,Sammelpostfach,030 63377373,http://www.evinvia-berlin.de,"Gneisenaustr. 41, 10961 Berlin",Berlin,Berlin
Pflegedienste Viola Zucker GmbH,info@pflegedienste-zucker.de,Sammelpostfach,05101 9917020,http://www.pflegedienste-zucker.de,"Göttinger Straße 30, 30982 Pattensen",Pattensen,Niedersachsen
Pflegedienste Virtus Anzhelika Shtenski & Swetlana Aizenshtat GbR,info@virtus-pflegedienste.de,Sammelpostfach,02233 6051914,,"Rodenkirchener Str. 79, 50997 Köln",Köln,Nordrhein-Westfalen
Pflegedienst eVita,info@evita-pflegedienst.de,Sammelpostfach,04963 7814144,,"Hauptstraße 85, 26892 Dörpen",Dörpen,Niedersachsen
Pflegedienst Excellence GmbH,info@pflegedienst-excellence.de,Sammelpostfach,089 25546971,http://www.pflegedienst-excellence.de,"Ottostr. 132 , 85521 Ottobrunn",Ottobrunn,Bayern
Pflegedienst Fähe Frau Sylvia Schmenkel,info@pflegedienst-faehe.de,Sammelpostfach,03531 7198761,,"Friedrich-Engels-Str. 21, 03238 Finsterwalde",Finsterwalde,Brandenburg
Pflegedienst FaKo GmbH,info@pflegedienst-fako.de,Sammelpostfach,08272 6029470,https://www.pflegedienst-fako.de,"Marktplatz 5 , 86637 Wertingen ",Wertingen,Bayern
Pflegedienst Familie Buchholz GbR,info@pd-familie-buchholz.de,Sammelpostfach,038823 540405,,"Bardowieker Weg 4, 23923 Selmsdorf",Selmsdorf,Schleswig-Holstein
Pflegedienst FaVis Inh.: Martin Viskupic und M. Fatransky Ambulanter Pflegedienst,,,07153 614311,,"Daimlerstr. 13-15, 73249 Wernau",Wernau,Baden-Württemberg
Pflegedienst Fedian Julia Fedorina,fedian-pflege@gmx.de,Persönlich,0176 22605705,,"Eichendorffstr. 3, 40474 Düsseldorf",Düsseldorf,Nordrhein-Westfalen
Pflegedienst Feingefühl GmbH,,,05676 3719390,,"Kirchplatz 8, 34396 Liebenau",Liebenau,Hessen
Pflegedienst FIDERE GmbH,info@pflegedienst-fidere.de,Sammelpostfach,0351 8047911,,"Mockritzer Straße 4, 01219 Dresden",Dresden,Sachsen
Pflegedienst Fischbachtal,,,06151 8606780,,"Am Schaubacher Berg 28, 64401 Groß-Bieberau",Groß-Bieberau,Hessen
Pflegedienst Fischer,,,038733 229280,,"Schulstr. 40, 19386 Karbow-Vietlübbe",Karbow-Vietlübbe,Brandenburg
Pflegedienst FOKUS GmbH,info@pdfokus.de,Sammelpostfach,030 75649999,,"Bundesallee 185, 10717 Berlin",Berlin,Berlin
Pflegedienst FOX Inh. Zeljko Radojevic,info@pflegedienst-fox.de,Sammelpostfach,089 45812690,,"Am Kirchenhölzl 14 , 82166 Gräfelfing",Gräfelfing,Bayern
"Pflegedienst ""franken care""",info@frankencare.de,Sammelpostfach,09761 39650,http://www.frankencare.de,"Am Kurzentrum 4 , 97631 Bad Königshofen",Bad Königshofen,Bayern
